62465,timelærer i kemi c gsk,2018-07-05,kemi,fast stilling,Titangade 13A,2200,København N,Region Hovedstaden	
62467,- pædagogisk leder på grenaa gymnasium,          ,,fast stilling,         ,    ,       ,         	
62468,pædagogisk leder på grenaa gymnasium,2018-07-07,,fast stilling,N.P. Josiassensvej 21,8500,Grenaa,Region Midtjylland	
62469,årsvikar i matematik,2018-07-09,matematik,vikariat,Møllegade 26,2200,København N,Region Hovedstaden	
62471,ørestad gymnasium søger undervisere til en timerest i psykologi og ap-latin,2018-07-16,latin-psykologi,fast stilling,Ørestads Boulevard 75,2300,København S,Region Hovedstaden	
62473,vikar i psykologi,2018-07-22,psykologi,vikariat,Tranekærvej 70,8240,Risskov,Region Midtjylland	
62475,kemi og fysik,2018-07-31,fysik-kemi,fast stilling,Skovvangen 10,6000,Kolding,Region Syddanmark	
62476,sygevikariat i matematik,2018-07-31,matematik,vikariat,Bøgildvej 6,7430,Ikast,Region Midtjylland	
62477,vikar i mediefag og historie,          ,historie-mediefag,vikariat,         ,    ,       ,         	
62478,københavns private gymnasium søger undervisere i samfundsfag og ks,2018-08-02,samfundsfag,fast stilling,Præstøgade 17,2100,København &#21,Region Hovedstaden	
62479,fast stilling i matematik/fysik,2018-08-06,fysik-matematik,fast stilling,Birketinget 9,8000,Aarhus C,Region Midtjylland	
62480,ium - akademisk medarbejder til understøttelse af elevernes kompetencer inden for informationssøgning opgaveskrivning og faglig digital dannelse på rysensteen gymnasium,          ,,fast stilling,         ,    ,       ,         	
62481,timerester i samfundsfag i 2018-19,          ,samfundsfag,fast stilling,         ,    ,       ,         	
62482,hf & vuc københavn syd søger nye lærere,2018-08-06,,fast stilling,Åmarksvej 1,2650,Hvidovre,Region Hovedstaden	
62483,vikar i biologi til sankt annæ gymnasium,2018-08-07,biologi,vikariat,Sjælør Boulevard 135,2500,Valby,Region Hovedstaden	
62484,studievejleder m.m,2018-08-07,,fast stilling,Dalgas Avenue 2,8000,Aarhus C,Region Midtjylland	
62485,kemilærer,2018-08-07,kemi,fast stilling,J. Hagemann-Petersens Allé 4,4400,Kalundborg,Region Sjælland	
62486,rosborg gymnasium & hf søger en skema- og studieadministrativ medarbejder,2018-08-08,,fast stilling,Vestre Engvej 61,7100,Vejle,Region Syddanmark	
62487,merester i biologi,          ,biologi,fast stilling,         ,    ,       ,         	
62489,københavns åbne gymnasium søger en engageret og reflekteret underviser til et vikariat i engelsk og religion.,          ,engelsk-religion,vikariat,         ,    ,       ,         	
62490,pædagogisk leder på hf og vuc kbh syd,2018-08-08,,fast stilling,Åmarksvej 1,2650,Hvidovre,Region Hovedstaden	
62492,vikar i idræt,2018-08-09,idræt,vikariat,Tranekærvej 70,8240,Risskov,Region Midtjylland	
62493,herning hf & vuc søger psykologilærer,          ,psykologi,fast stilling,         ,    ,       ,         	
62494,vikar i psykologi på hf,2018-08-10,psykologi,vikariat,Gråbrødre Kirke Str. 5,8800,Viborg,Region Midtjylland	
62495,ledige stillinger på gladsaxe gymnasium,2018-08-10,,fast stilling,Buddinge Hovedgade 81,2860,Søborg,Region Hovedstaden	
62501,vikar i samfundsfag - haster!,2018-08-14,samfundsfag,vikariat,Falstersvej 3-5,2000,Frederiksberg,Region Hovedstaden	
62502,årsvikar i matematik til sankt annæ gymnasium,2018-08-15,matematik,vikariat,Sjælør Boulevard 135,2500,Valby,Region Hovedstaden	
62503,barselsvikar i religion og dansk,2018-08-15,dansk-religion,vikariat,Carlsbergvej 15,3400,Hillerød,Region Hovedstaden	
62504,slagelse gymnasium barselsvikar i dansk og samfundsfag,2018-08-15,dansk-samfundsfag,vikariat,Willemoesvej 2A,4200,Slagelse,Region Sjælland	
62505,vikar i biologi ved frederiksberg hf-kursus,2018-08-15,biologi,vikariat,Sønderjyllandsallé 2,2000,Frederiksberg,Region Hovedstaden	
62507,vikariat i geografi ved frederiksberg hf-kursus,2018-08-15,geografi,vikariat,Sønderjyllandsallé 2,2000,Frederiksberg,Region Hovedstaden	
62508,vikariat i kemi ved frederiksberg hf-kursus,2018-08-15,kemi,vikariat,Sønderjyllandsallé 2,2000,Frederiksberg,Region Hovedstaden	
62509,vikariat i engelsk ved frederiksberg hf-kursus,2018-08-15,engelsk,vikariat,Sønderjyllandsallé 2,2000,Frederiksberg,Region Hovedstaden	
62510,idrætslærer,2018-08-16,idræt,fast stilling,Milnersvej 40,3400,Hillerød,Region Hovedstaden	
62512,ledige timer i matematik og fysik på århus akademi,2018-08-16,fysik-matematik,fast stilling,G&#246	teborg Allé 2-4,8200,Aarhus N,Region Midtjylland
62513,uddannelsesleder,2018-08-16,,fast stilling,Gymnasievej 4,4600,Køge,Region Sjælland	
62514,vikar i religion på efterslægten,2018-08-16,religion,vikariat,Efterslægtsvej 5,2400,København NV,Region Hovedstaden	
62515,vikariat i engelsk på helsingør gymnasium,2018-08-17,engelsk,vikariat,Borgmester P. Christensensvej 3,3000,Helsingør,Region Hovedstaden	
62516,årsvikariat oltidskundskab,2018-08-17,,vikariat,Mørkhøjvej 78,2700,Brønshøj,Region Hovedstaden	
62517,årsvikar i fransk,2018-08-17,fransk,vikariat,Møllegade 26,2200,København N,Region Hovedstaden	
62518,aabenraa statsskole søger ny matematikkollega,2018-08-17,matematik,fast stilling,Forst Allé 14,6200,Aabenraa,Region Syddanmark	
62522,projektmedarbejder ved akademiet for talentfulde unge,2018-08-22,,fast stilling,Søndervangsallé 45,8260,Viby J,Region Midtjylland	
62523,vikariat biologi,2018-08-22,biologi,vikariat,Østergade 52,3200,Helsinge,Region Hovedstaden	
62524,administrativ koordinator til vuc lyngby,2018-08-23,,fast stilling,Nybrovej 114,2800,Kongens Lyngby,Region Hovedstaden	
62525,vikar til regnskab hos vuc lyngby,2018-08-23,,vikariat,Nybrovej 114,2800,Kongens Lyngby,Region Hovedstaden	
62527,ykologi c - 6 lektioner/uge,2018-08-27,,fast stilling,Boulevarden 48,7100,Vejle,Region Syddanmark	
62528,campus bornholm søger gymnasielærer til teknisk gymnasium,          ,,fast stilling,         ,    ,       ,         	
62530,lyngby gymnasium og lyngby handelsgymnasium søger lærer/lærere i matematik og dansk i kombination med et andet gymnasierelevant fag,          ,dansk-matematik,fast stilling,         ,    ,       ,         	
62531,vikariat i psykologi på stenhus gymnasium,2018-08-28,psykologi,vikariat,Stenhusvej 20,4300,Holbæk,Region Sjælland	
62532,stilling i matematik og fysik,2018-08-30,fysik-matematik,fast stilling,Falkoner Plads 2,2000,Frederiksberg,Region Hovedstaden	
62533,vikariater som gymnaiselærer i ledige hold i fransk engelsk religion og historie,2018-08-29,engelsk-fransk-historie-religion,vikariat,Tietgensgade 74,1704,København V,Region Hovedstaden	
62535,genopslag!!! hf & vuc nordsjælland søger uddannelseschef og afdelingsleder til helsingør,2018-08-29,,fast stilling,Milnersvej 40,3400,Hillerød,Region Hovedstaden	
62537,langkaer gymnasium søger lærer til erhvervsøkonomi,2018-08-30,erhvervsøkonomi,fast stilling,Kileparken 25,8381,Tilst,Region Midtjylland	
62538,aabenraa statsskole søger ny kemikollega,2018-08-31,kemi,fast stilling,Forst Allé 14,6200,Aabenraa,Region Syddanmark	
62539,et antal årsvikarer til sankt annæ gymnasium,2018-09-01,,vikariat,Sjælør Boulevard 135,2500,Valby,Region Hovedstaden	
62542,barselsvikariat i matematik på hf,2018-09-03,matematik,vikariat,Gråbrødre Kirke Str. 5,8800,Viborg,Region Midtjylland	
62543,vikariat i spansk,2018-09-04,spansk,vikariat,Prinsessegade 35,1422,København K,Region Hovedstaden	
62544,vikariat i historie ved frederiksberg hf-kursus,2018-09-04,historie,vikariat,Sønderjyllandsallé 2,2000,Frederiksberg,Region Hovedstaden	
62545,rosborg gymnasium søger lærere til faste stillinger i naturgeografi og matematik samt et antal årsvikarer,2018-09-05,geografi-matematik,vikariat,Vestre Engvej 61,7100,Vejle,Region Syddanmark	
62547,økonomiansvarlig medarbejder søges til skanderborg gymnasium,2018-09-05,,fast stilling,Højvangens Torv 6,8660,Skanderborg,Region Midtjylland	
62548,vikar i engelsk,2018-09-06,engelsk,vikariat,Sct. Jørgens Gade 5,9000,Aalborg,Region Nordjylland	
62549,esbjerg gymnasium søger underviser i matematik,2018-09-06,matematik,fast stilling,Spangsbjerg Møllevej 310,6700,Esbjerg,Region Syddanmark	
62551,vikar i samfundsfag,2018-09-07,samfundsfag,vikariat,Læderstræde 4,4000,Roskilde,Region Sjælland	
62552,matematik- og økonomilærer,2018-09-07,matematik,fast stilling,Puggårdsgade 22,6760,Ribe,Region Syddanmark	
62555,københavns åbne gymnasium søger en engageret og reflekteret underviser til et barselsvikariat i spansk,2018-09-10,spansk,vikariat,Sjælør Boulevard 133,2500,Valby,Region Hovedstaden	
62556,timerester på randers statsskole i fysik matematik og samfundsfag,2018-09-10,fysik-matematik-samfundsfag,fast stilling,Rådmands Boulevard 20,8900,Randers C,Region Midtjylland	
62557,vikar i engelsk,2018-09-11,engelsk,vikariat,Læderstræde 4,4000,Roskilde,Region Sjælland	
62559,kommunikationskonsulent med fingeren på pulsen.,2018-09-11,,fast stilling,Milnersvej 40,3400,Hillerød,Region Hovedstaden	
62560,barselsvikar i engelsk og billedkunst,2018-09-12,billedkunst-engelsk,vikariat,Mørkhøjvej 78,2700,Brønshøj,Region Hovedstaden	
62561,studiesekretær,          ,,fast stilling,         ,    ,       ,         	
62562,sønderborg statsskole søger en gymnasielærer i fagene matematik og fysik.,2018-09-11,fysik-matematik,fast stilling,Kongevej 37,6400,Sønderborg,Region Syddanmark	
62563,vikar i dansk,2018-09-11,dansk,vikariat,Læderstræde 4,4000,Roskilde,Region Sjælland	
62565,sygevikar i psykologi,          ,psykologi,vikariat,         ,    ,       ,         	
62567,barselsvikariater på virum gymnasium,2018-09-14,,vikariat,Fuglsangvej 66,2830,Virum,Region Hovedstaden	
62568,vikar i dansk a (vuc djursland - grenå),          ,dansk,vikariat,         ,    ,       ,         	
62569,vikariat i kemi på kvuc,2018-09-14,kemi,vikariat,Vognmagergade 8,1120,København K,Region Hovedstaden	
62570,musikunderviser aalborg,2018-09-14,musik,fast stilling,På sporet 8B,9000,Aalborg,Region Nordjylland	
62572,psykologilærer,2018-09-14,psykologi,fast stilling,Rådhusvej 6,3450,Allerød,Region Hovedstaden	
62573,samfundsfag - og idrætslærer,2018-09-14,idræt-samfundsfag,fast stilling,C.E. Jansensvej 11,3900,Nuuk,	
62574,vikariat i spansk på himmelev gymnasium i roskilde,2018-09-15,spansk,vikariat,Herregårdsvej 30,4000,Roskilde,Region Sjælland	
62575,vikariat i design og arkitektur ved frederiksberg-hf-kursus,2018-09-16,design,vikariat,Sønderjyllandsallé 2,2000,Frederiksberg,Region Hovedstaden	
62576,timerester på duborg-skolen,2018-09-17,,fast stilling,Ritterstrasse 27,D-24,Flensburg,	
62577,studentermedhjælper,2018-09-17,,fast stilling,Domkirkepladsen,4000,Roskilde,Region Sjælland	
62579,rektor,2018-09-18,,fast stilling,Vestergade 8,6520,Toftlund,Region Syddanmark	
62581,barselsvikar i religion og engelsk,2018-10-01,engelsk-religion,vikariat,Carlsbergvej 15,3400,Hillerød,Region Hovedstaden	
62582,fast stilling i tysk tilbydes,2018-09-19,tysk,fast stilling,Holbækvej 59,4000,Roskilde,Region Sjælland	
62584,vikar i dansk og eventuelt engelsk og religion holstebro gymnasium og hf,2018-09-21,dansk-engelsk-religion,vikariat,Døesvej 64,7500,Holstebro,Region Midtjylland	
62587,københavns åbne gymnasium søger en engageret og reflekteret underviser til et barselsvikariat i biologi barselsvikariatet er på deltid.,2018-09-21,biologi,vikariat,Sjælør Boulevard 133,2500,Valby,Region Hovedstaden	
62588,sygevikariat i kemi i ca. 3 måneder på hvidovre gymnasium & hf,2018-09-24,kemi,vikariat,Blytækkerporten 2,2650,Hvidovre,Region Hovedstaden	
62589,fast stilling i engelsk,2018-09-24,engelsk,fast stilling,Kr. Herskindsvej 6,8410,Rønde,Region Midtjylland	
62590,vikariat i matematik - 6 lektioner pr. uge,2018-09-24,matematik,vikariat,Boulevarden 48,7100,Vejle,Region Syddanmark	
62592,vikar i matematik,          ,matematik,vikariat,         ,    ,       ,         	
62593,psykologi/psyhologi,2018-09-25,psykologi,fast stilling,Mørkhøjvej 78,2700,Brønshøj,Region Hovedstaden	
62594,psykologi c,2018-09-25,psykologi,fast stilling,Titangade 13A,2200,København N,Region Hovedstaden	
62595,vikar i spansk,2018-09-26,spansk,vikariat,Vejlefjordskolen 15,8721,Daugård,Region Midtjylland	
62596,ringkjøbing gymnasium søger ny kollega - med eller uden pædagogikum!,2018-09-27,,fast stilling,Vasevej 24,6950,Ringkøbing,Region Midtjylland	
62597,struer statsgymnasium søger vikar i matematik og dansk,2018-09-27,dansk-matematik,vikariat,Jyllandsgade 2,7600,Struer,Region Midtjylland	
62598,herning hf & vuc søger gymnasielærere,2018-09-28,,fast stilling,Brorsonsvej 2,7400,Herning,Region Midtjylland	
62599,timerester,2018-09-28,,fast stilling,Sct. Jørgens Gade 5,9000,Aalborg,Region Nordjylland	
62600,ringkjøbing gymnasium søger barselsvikar i matematik,2018-09-28,matematik,vikariat,Vasevej 24,6950,Ringkøbing,Region Midtjylland	
62601,mindre vikariat i dansk på efterslægten,2018-09-28,dansk,vikariat,Efterslægtsvej 5,2400,København NV,Region Hovedstaden	
62602,vikar i fysik og matematik,2018-10-01,fysik-matematik,vikariat,Apollovej 64,8960,Randers SØ,Region Midtjylland	
62603,roskilde gymnasium søger lærer i bioteknologi,2018-10-01,bioteknologi-teknologi,fast stilling,Domkirkepladsen,4000,Roskilde,Region Sjælland	
62604,roskilde gymnasium søger årsvikar i engelsk,2018-10-01,engelsk,vikariat,Domkirkepladsen,4000,Roskilde,Region Sjælland	
62605,maribo gymnasium søger lærer i fysik og matematik,2018-10-01,fysik-matematik,fast stilling,Refshalevej 2,4930,Maribo,Region Sjælland	
62606,vikar i oldtidskundskab,2018-10-01,oldtidskundskab,vikariat,Islands Allé 20,9700,Brønderslev,Region Nordjylland	
62608,vikar i erhvervsøkonomi og ib-economics,2018-10-03,erhvervsøkonomi,vikariat,Spangsbjerg Møllevej 310,6700,Esbjerg,Region Syddanmark	
62609,rektor på frederiksborg gymnasium og hf,2018-10-01,,fast stilling,Carlsbergvej 15,3400,Hillerød,Region Hovedstaden	
62611,timelærer i dansk som fremmedsprog,2018-10-02,dansk,fast stilling,Titangade 13A,2200,København N,Region Hovedstaden	
62612,vikariat i dansk og historie,2018-10-02,dansk-historie,vikariat,A. P. Møllersvej 35,5700,Svendborg,Region Syddanmark	
62613,timerester,2018-10-03,,fast stilling,Erik Husfeldts Vej 2,2630,Taastrup,Region Hovedstaden	
62614,biologilærer,2018-10-03,biologi,fast stilling,Rådhusvej 6,3450,Allerød,Region Hovedstaden	
62615,esbjerg gymnasium søger underviser i matematik,2018-10-03,matematik,fast stilling,Spangsbjerg Møllevej 310,6700,Esbjerg,Region Syddanmark	
62616,m - birkerød gymnasium søger matematik- fysik- og evt. astronomilærer,2018-10-03,astronomi-fysik-matematik,fast stilling,Søndervangen 56,3460,Birkerød,Region Hovedstaden	
62617,kti / gux-sisimiut søger gymnasielærere,2018-10-04,,fast stilling,Postboks 1001,3911,Sisimiut,	
62618,lærer i dansk som andetsprog,2018-10-04,dansk,fast stilling,Larslejsstr. 5-7,1451,København K,Region Hovedstaden	
62619,ledige timer i matematik og kemi,2018-10-05,kemi-matematik,fast stilling,Læssøegade 154,5230,Odense M,Region Syddanmark	
62620,timerester i religion og psykologi,2018-10-05,psykologi-religion,fast stilling,Læderstræde 4,4000,Roskilde,Region Sjælland	
62621,matematik,2018-10-08,matematik,fast stilling,Søndervangsallé 45,8260,Viby J,Region Midtjylland	
62625,vikariat gribskov gymnasium,2018-10-09,,vikariat,Østergade 52,3200,Helsinge,Region Hovedstaden	
62627,vikariat ved nærum gymnasium,2018-10-10,,vikariat,Nærum Hovedgade 30,2850,Nærum,Region Hovedstaden	
62628,køge gymnasium søger engagerede lærere,2018-10-10,,fast stilling,Gymnasievej 4,4600,Køge,Region Sjælland	
62630,vikariat i kemi,2018-10-10,kemi,vikariat,Kr. Herskindsvej 6,8410,Rønde,Region Midtjylland	
62631,vikar i matematik,2018-10-11,matematik,vikariat,Læderstræde 4,4000,Roskilde,Region Sjælland	
62632,timerest i italiensk på morsø gymnasium,2018-10-11,italiensk,fast stilling,Limfjordsvej 95,7900,Nykøbing M,Region Nordjylland	
62635,timerester i engelsk b,2018-10-12,engelsk,fast stilling,Hostrupsgade 48-54,8600,Silkeborg,Region Midtjylland	
62636,matematik på brønderslev gymnasium og hf,2018-10-12,matematik,fast stilling,Islands Allé 20,9700,Brønderslev,Region Nordjylland	
62637,vikar i fysik og kemi,2018-10-12,fysik-kemi,vikariat,Tranekærvej 70,8240,Risskov,Region Midtjylland	
62639,timerester i historie og samfundsfag,2018-10-12,historie-samfundsfag,fast stilling,Sundagervej 42,5600,Faaborg,Region Syddanmark	
62640,hf-lærer  fysik og matematik,2018-10-12,fysik-matematik,fast stilling,Kottesgade 6 - 8,5000,Odense C,Region Syddanmark	
62641,vikar i historie,2018-10-12,historie,vikariat,Tranekærvej 70,8240,Risskov,Region Midtjylland	
62643,vikariat biologi og idræt,2018-10-15,biologi-idræt,vikariat,Amerikavej 5,9500,Hobro,Region Nordjylland	
62644,årsvikar i idræt,2018-10-16,idræt,vikariat,Møllegade 26,2200,København N,Region Hovedstaden	
62646,gux aasiaat søger nye undervisere,2018-10-19,,fast stilling,Postboks 225,3950,Aasiaat,	
62648,vikariat i kemi og biologi,2018-10-22,biologi-kemi,vikariat,Boulevarden 48,7100,Vejle,Region Syddanmark	
62649,timerester i fransk,2018-10-22,fransk,fast stilling,Præstøgade 17,2100,København &#21,Region Hovedstaden	
62650,vikariat i naturgeografi og innovation på helsingør gymnasium,2018-10-22,geografi-innovation,vikariat,Borgmester P. Christensensvej 3,3000,Helsingør,Region Hovedstaden	
62653,vikariat i engelsk på birkerød gymnasium hf ib & kostskole,          ,engelsk,vikariat,         ,    ,       ,         	
